,question,question_id,question_type,survey_id
1555,Are you a parent?,0,single-select,46
1556,Please select the age(s) of your children:,1,multi-select,46
1557,Which of the following describes your smartphone use?,2,single-select,46
1558,Would you describe yourself as a born-again Christian?,3,single-select,46
1559,How would you rate your familiarity with this product?,0,single-select,86
1560,"Today we are interested in learning about your feelings surrounding this product. For your reference, please read a short description of the product: [insert description here]",1,description,86
1561,How frequently do you use this product?,2,single-select,86
1562,How long have you used this product?,3,single-select,86
1563,How satisfied are you with this product?,4,rate,86
1564,How valuable do you find this product?,5,rate,86
1565,Please describe a situation when you have used this product.,6,textarea,86
1566,What do you like about this product?,7,textarea,86
1567,What do you dislike about this product?,8,textarea,86
1568,How would you improve this product?,9,textarea,86
1569,"Imagine you have just registered to be a beta tester for DirecTV and you are now taken to the “Missions” beta site to begin testing. The Beta Program allows you to test and collect points which gives you access to rewards and a chance to win the ultimate prize, all while helping to improve DirecTV products.",0,description,44
1570,"Click on the link below to see a PROTOTYPE (page with limited functionality) of the ""Missions"" site. Please follow the highlighted prompts to navigate through the site and complete the mission that we've prepared for you. Be sure to read the instructions presented for each step. After you have completed the mission (you will see ""Mission Accomplished!"" displayed), we will ask you some questions about your experience.",1,description,44
1571,Notice the missions presented on the page (click on the link again to refer back if needed). How interested would you be in participating in these missions?,2,rate,44
1572,The following are potential rewards offered to users who complete the missions. How straightforward are the following rewards? (Do you understand what's being offered?),3,matrix-likert,44
1573,How VALUABLE are the following rewards to you?,4,matrix-likert,44
1574,How likely would you be to accept a mission given the potential rewards mentioned previously?,5,rate,44
1575,"Did you find anything confusing about the ""Missions"" beta site?",6,single-select,44
1576,What was confusing?,7,textarea,44
1577,What would make you more likely to accept a mission? (Click on the link again to refer back if needed),8,textarea,44
1578,Are you a DirecTV subscriber?,9,single-select,44
1579,Are you answering this survey on a desktop or a mobile device?,10,single-select,44
1580,How old are you?,0,single-select,45
1581,In which age range are you in?,1,single-select,45
1582,"Are there people in your immediate network that depend on you (whether emotionally, financially, or otherwise)?",2,single-select,45
1583,What is your household income?,3,single-select,45
1584,Do you have a high school degree?,4,single-select,45
1585,Are you currently earning an income?,5,single-select,45
1586,Would you consider yourself internet savvy?,6,single-select,45
1587,Now we would like to learn about your preferences on life insurance products.,7,description,45
1588,"How interested would you be in learning more about a ""unique"" life insurance product? (As in, different from other insurance products you are familiar with.)",8,rate,45
1589,Imagine you are looking to purchase life insurance. How important is it to you to purchase a life insurance product that is similar to others you are familiar with?,9,rate,45
1590,"Again, imagine you are in the market for life insurance. How likely would you be to buy a ""unique"" life insurance product, knowing there currently is not a product you could compare it to?",10,rate,45
1591,Which type of life insurance product would you be MORE willing to purchase?,11,single-select,45
1592,"Now we would like you to consider the following product idea: A well known insurance company is offering life insurance in a new way, designed to provide your family income that replaces your current income should you die. They are considering offering a product that would either pay a MONTHLY benefit to your family, or a LUMP SUM.",12,description,45
1593,Considering the product idea explained previously: what type of payment method would you prefer for you family should you pass away?,13,single-select,45
1594,What other type of payment method would you prefer from this insurance product?,14,textarea,45
1595,"If the product did provide a lump sum amount, what would you expect this lump sum amount to be equivalent to? (i.e. what would you expect it to depend on?)",15,textarea,45
1596,"Again, consider the product idea previously presented. Imagine you had purchased this life insurance product with the option for your family to receive MONTHLY PAYMENTS. How much would you expect the monthly payments to be?",16,single-select,45
1597,Assuming you set a FIXED AMOUNT your family would receive should you pass away: how much would your family need PER MONTH if you were to pass away?,17,single-select,45
1598,How does the amount you chose in the previous question compare to your current monthly salary?,18,single-select,45
1599,"Again, consider the product idea previously presented. Imagine you had purchased this life insurance product with the option for your family to receive MONTHLY PAYMENTS. Which of the following would you expect regarding the DURATION of monthly payments?",19,single-select,45
1600,How long would you expect these monthly payments to last (after you pass away)?,20,single-select,45
1601,You selected Other. How long would you expect these monthly payments to last?,21,textarea,45
1602,Until what age would you expect the monthly payments to last?,22,single-select,45
1603,You selected Other. Until what age would you expect the monthly payments to last?,23,textarea,45
1604,"Imagine you customize this life insurance policy according to the options you chose previously with regards to: - Type: monthly payments or lump sum, - Amount: fixed amount or based on monthly salary, - Duration: fixed amount of years or until you would have turned a certain age. How much would you expect the monthly premium for this policy to be?",24,single-select,45
1605,Most people expect their salary to grow each year as they receive RAISES. Would you pay MORE per month so that the amount provided to your family by this life insurance policy grows as your salary would have grown?,25,single-select,45
1606,You answered Yes. How much extra would you be willing to pay for this?,26,single-select,45
1607,You answered Other. How much extra would you be willing to pay for this?,27,textarea,45
1608,How would you expect to be able to purchase this type of policy you designed?,28,multi-select,45
1609,You chose Other. How would you expect to be able to purchase this type of policy you designed?,29,textarea,45
1610,"If you wanted to buy this type of product, where would you go to do research?",30,textarea,45
1611,What is your household income?,0,single-select,42
1612,"What is your approximate investable asset value? (This does not include home value, cars or 401K/IRA)",0,single-select,43
1613,"OneRx.com is a website that that helps you find the best prices for your prescription medication. OneRx offers a discount card that can be used to get the best price on prescription medication, whether you have insurance or not. We'll be asking you a few questions around how you research prices for your prescription medications. We'll also ask you to visit OneRx.com and provide feedback. Thanks in advance for your input.",0,description,40
1614,Do you work in any of the following industries?,0,single-select,87
1615,Where do you live?,1,single-select,87
1616,Which of the following job titles applies to you?,2,single-select,87
1617,"Today we would like your feedback on a new product called ""Engineering Answers"". ""Engineering Answers"" presents authoritative civil engineering content from respected journals, books and periodicals in a searchable online-platform. It allows engineers to get quick answers to the kinds of questions that would drive them to seek content from subscription-based journals, presenting excellent content that provides spot-on answers to complex questions.",3,description,87
1618,"Today we'd like you to imagine you are interested in finding more information on BIM Software. We have prepared a prototype of Wiley Answers to simulate the experience of submitting a query to find more information on this.Please click on the link below to begin the experience. The prototype will have you log in (with example login information), and will walk you through the process of submitting a query through the plaftorm. You will then see how the results are returned. Please go through it as you would on a normal website. Since it’s an example, only certain parts are clickable; click anywhere on the screen and it will highlight what’s clickable. When you have finished going through the prototype (you will be prompted to ""log out""), please return here to continue the survey.(Note: If you want to run through the prototype again, you are welcome to click on the ""Primary Wireframe"" button after you are prompted to log out.)",4,description,87
1619,Are you a German speaker?,5,single-select,87
1620,How would you rate your overall impression of Wiley Answers based on this prototype?,6,rate,87
1621,How intuitive did it feel to submit the query and explore or retrieve results?,7,single-select,87
1622,How easy and efficient is it to get things done on this page?,8,rate,87
1623,"If you had just arrived on the site, where would you be most likely to click first?(Feel free to reference the prototype again below.)",9,textarea,87
1624,Do the search results returned give you enough information to make a decision about whether to purchase the article?,10,single-select,87
1625,Is there any information missing that would help you better evaluate the search results returned?,11,single-select,87
1626,What's missing?,12,textarea,87
1627,Do the search results returned give you enough information to make a decision about whether to subscribe to the site?,13,single-select,87
1628,Is there any information missing that would help you better evaluate whether to subscribe to the site?,14,single-select,87
1629,What's missing?,15,textarea,87
1630,"If you were interested in subscribing to the site, what would be your first step? (i.e. Where would you go? What would you click?) (Feel free to reference the prototype again below.)",16,textarea,87
1631,Which of the following would you prefer in terms of search results?,17,single-select,87
1632,How useful are the following to you when evaluating search results with a tool like this?,18,matrix-likert,87
1633,"Currently, the publication date, name and author name is displayed once a result is selected.How valuable would it be to you to have the publication date, name and author name displayed for each result in the result list (before selection)?",19,single-select,87
1634,How would this tool fit in with your current workflow? (How or when could you envision using it?),20,textarea,87
1635,"Would it be valuable to you, as a German speaker, to receive English results to queries made in German?",21,rate,87
1636,What do you like about this tool? (Feel free to reference the prototype again below.),22,textarea,87
1637,What do you dislike about this tool? (Feel free to reference the prototype again below.),23,textarea,87
1638,When was the last time you [ insert behavior ]?,0,single-select,1
1639,Can you describe how you currently [insert behavior] ? Please be descriptive.,1,textarea,1
1640,When or in what situation(s) do you find yourself [ insert behavior ]?,2,textarea,1
1641,"When [ insert behavior ], what are the main challenges or frustrations that you face? Please be descriptive, and explain why.",3,textarea,1
1642,"Currently, how satisfied are you with your ability to [ insert behavior ]?",4,rate,1
1643,"If you could improve [ insert behavior ], what changes or updates would you make?",5,textarea,1
1644,"Now, we will be asking your about your car and weather. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5bb7c000a499c30004ae791e
1645,How many vehicles do you own/lease and park at your home?,2,single-select,5bb7c000a499c30004ae791e
1646,Does your home have covered parking available (regardless if you park in it or not)?,3,single-select,5bb7c000a499c30004ae791e
1647,Where do you park your car(s) when at home?,4,single-select,5bb7c000a499c30004ae791e
1648,Why do you not park in a covered space?,5,single-select,5bb7c000a499c30004ae791e
1649,"If there is hail forecasted in your area, do you actively try and protect your vehicle(s)?",6,single-select,5bb7c000a499c30004ae791e
1650,Please indicate where you have experienced hail damage:,7,multi-select,5bb7c000a499c30004ae791e
1651,"When you’ve experienced hail damage in the past, did you get it repaired?",8,single-select,5bb7c000a499c30004ae791e
1652,Why did you choose not to get the hail damage on your vehicle(s) repaired?,9,textarea,5bb7c000a499c30004ae791e
1653,"How many hail events, regardless if they caused damage to your vehicle(s) or not, do you experience in a typical year?",10,single-select,5bb7c000a499c30004ae791e
1654,What was your first reaction to this page?,0,rate,5
1655,"In your opinion, what is the purpose of this page?",1,textarea,5
1656,"Where would you click or interact with first on this page, and why?",2,textarea,5
1657,"What did you find most appealing on this page, and why?",3,textarea,5
1658,"What was least appealing, and why?",4,textarea,5
1659,How would you rate this page in terms of the following:,5,matrix-likert,5
1660,How would you rate this page in terms of overall { insert dimension }?,6,rate,5
1661,"If you could improve this page, what changes or updates would you make?",7,textarea,5
1662,How easy or difficult is it to understand what all of the pieces of the page do by looking at them?,0,rate,9
1663,"Now we will be discussing your current process of [insert behavior // e.g. your current process of buying a car, your current workflow as a pharmacist] . We are curious to learn about how you normally [insert behavior] , so feel free to answer each question honestly and to the best of your ability! Please click next to begin the survey",0,description,201
1664,"Please CLICK ON THE LINK BELOW to open the [insert stimuli] in a separate tab of your browser. Please go through the process of how you would [insert task description] on this page. [include the below if applicable] Note: This is a prototype that is meant to simulate this experience. Therefore, only certain page elements will be clickable. When you are finished, return here and click next to begin the survey. (Important! Please keep the link open in the separate tab so that you can refer to it for the duration of the survey.)",0,description,200
1665,Now we will be discussing your experience using [insert product name here] . We appreciate you taking the time to participate in this study. Please click next to begin.,0,description,203
1666,How frequently do you use [insert product name here] ?,1,single-select,203
1667,Do you use [insert product name here] 's free or paid plan?,2,single-select,203
1668,What operating system do you use [insert product name here] on?,3,single-select,203
1669,What device(s) do you use [insert product name here] on?,4,multi-select,203
1670,How would you rate your overall satisfaction with [insert product name here] ?,5,rate,203
1671,Please describe the top cases in which you use [insert product name here] .,6,textarea,203
1672,What features of [insert product name here] do you value the most?,7,multi-select,203
1673,What are the main benefits you get from using [insert product name here] ?,8,textarea,203
1674,How would you rate [insert product name here] in terms of the following?,9,matrix-likert,203
1675,How would you change [insert product name here] to make it more valuable for you?,10,textarea,203
1676,"Now we will be discussing the topic of [insert topic // e.g. life insurance, online homework assignment, etc.] . We will start by asking some introductory questions. Please click next to begin the survey...",0,description,202
1677,We're interesting in learning more about your online banking habits. Please take a few minutes to answer the following questions.,0,description,142
1678,Which month of the year were you born in?,1,single-select,142
1679,How many credit cards do you have?,2,single-select,142
1680,Here is a link to a mock up of a mobile banking app showing an individual's credit card activity and balances. Please keep this link open so you can refer to it throughout the survey.,3,description,142
1681,Here is a link to a mock up of a online banking app showing an individual's credit card activity and balances (you may need to zoom in on the image). Please keep this link open so you can refer to it throughout the survey.,4,description,142
1682,"You have accumulated some points on your credit card and are hoping to use them for a vacation to Cuba this holiday season. You know that a flight to Cuba costs around 18,000 points. Will you have enough points to cover the cost of the flight?",5,single-select,142
1683,Which statement best describes your experience locating your points balance?,6,single-select,142
1684,"You have been using your credit card to do some holiday shopping, and you would like to check how much you have spent before you buy any more gifts. Looking at this page, how much have you spent on your card to date?",7,single-select,142
1685,Do you believe you will be able to use your credit card to purchase some additional gifts?,8,single-select,142
1686,What is the maximum amount that you will be able to spend on your gifts?,9,single-select,142
1687,It is now December 25th and you need to pay your credit card bill. What is the dollar amount that you would need to pay?,10,single-select,142
1688,The amount spent on your account is $500. What does amount spent mean to you?,11,textarea,142
1689,The credit available on your account is $200. What does credit available mean to you?,12,textarea,142
1690,The amount due on your account is $300. What does amount due mean to you?,13,textarea,142
1691,There is a date associated with each of your transactions. What does this date mean to you?,14,single-select,142
1692,Take a look at your recent transactions. You recently made a $50 purchase at Cineplex theatres. How would you describe the status of this transaction?,15,textarea,142
1693,The term pending appears alongside certain transactions. What does this term mean to you?,16,textarea,142
1694,Amount spent refers to the total amount spent on your completed transactions. How clear was this to you?,17,single-select,142
1695,"Can you suggest a label, other than ""amount spent"", that makes more sense to you?",18,textarea,142
1696,Pending refers to any transactions that have not yet been finalized. How clear was this to you?,19,single-select,142
1697,"Can you suggest a label, other than ""pending"", that makes more sense to you?",20,textarea,142
1698,The following icon is used to denote pending transactions. How clear was this to you?,21,single-select,142
1699,Can you suggest another icon that makes more sense to you?,22,textarea,142
1700,Credit available refers to the total amount of credit that you have left on your card. How clear was this to you?,23,single-select,142
1701,"Can you suggest a label, other than ""credit available"" that makes more sense to you?",24,textarea,142
1702,Amount due refers to the total amount that you will need to pay by the indicated due date. How clear was this to you?,25,single-select,142
1703,"Can you suggest a label, other than ""amount due"" that makes more sense to you?",26,textarea,142
1704,The date associated with each of your transactions indicates the date that you made a purchase at a specific retailer. How clear was this to you?,27,single-select,142
1705,Can you suggest a date label that makes more sense to you?,28,textarea,142
1706,"On your page, you saw the following breakdown of your account details (see link). What statement best describes your feelings toward this section?Please keep the link open, for future reference.",29,single-select,142
1707,How could this section be more useful to you?,30,textarea,142
1708,What was confusing to you?,31,textarea,142
1709,How could this section be more useful to you?,32,textarea,142
1710,Why did you find this section unnecessary?,33,textarea,142
1711,How could this section be more useful to you?,34,textarea,142
1712,"On your page, you saw the following breakdown of your account details (see link). What statement best describes your feelings toward this section?Please keep the link open, for future reference (you may need to zoom in on the image).",35,single-select,142
1713,How could this section be more useful to you?,36,textarea,142
1714,What was confusing to you?,37,textarea,142
1715,How could this section be more useful to you?,38,textarea,142
1716,Why did you find this section unnecessary?,39,textarea,142
1717,How could this section be more useful to you?,40,textarea,142
1718,What country do you live in?,41,single-select,142
1719,Are you a customer of CIBC?,42,single-select,142
1720,What type of financial accounts do you have?,43,multi-select,142
1721,How frequently do you access your online financial account(s)?,44,single-select,142
1722,How do you typically access your online financial accounts?,45,single-select,142
1723,Which of the following do you perform on a regular or semi-regular basis as part of your job?,0,multi-select,204
1724,How would you feel about participating in a recorded phone interview about [INSERT TOPIC]?,0,single-select,207
1725,"Congrats! You have qualified for an opportunity to participate in a phone interview for an additional incentive! ($[#] via PayPal) Interview Details: Interview Topic: [INSERT TOPIC] Length: [#] minutes Compensation: $[#] via PayPal Requirements: Access to your phone at the time of your scheduled interview Access to a quiet space (so we can hear your feedback!) If you are interested, click 'Yes'. You will be prompted to schedule your interview in the next screen.",1,single-select,207
1726,"Great! Ready to schedule your interview? ​​​​​​​ Click the 'CLICK TO SCHEDULE' link below to choose your time slot. At your selected time, our researcher will contact you via phone call on the number that you provide. Please make sure you have access to your phone at the time you selected! Thank you for your interest - We look forward to chatting with you at your scheduled interview time!",2,description,207
1727,Congrats! You have qualified for an opportunity to participate in an online interview for an additional incentive! Would you be interested in participating? Interview Details : Interview Topic: [INSERT TOPIC] Length: [#] minutes Compensation: $[#] via PayPal,0,single-select,206
1728,"Thanks for your interest! Please note at the time of your interview, you will need: (1) A desktop or laptop device (*Chromebooks CANNOT be used) (2) Access to a quiet space (so we can hear your feedback!) Are you able to fulfill both requirements?",1,single-select,206
1729,Great! Ready to schedule your interview? Click the 'SCHEDULING LINK' below to choose your time slot. Our researcher will contact you via email to get you set up at the time of your interview. ​​​​​​​Please be sure to: - Have your email open on your desktop/laptop - Have your phone close by in case you need help getting set up,2,description,206
1730,Did you feel as though you were able to successfully [insert task description] ?,0,single-select,209
1731,Which of the following best describes where you clicked in order to [insert task description] ?,1,single-select,209
1732,How confident are you that you were able to successfully [ insert task description] ?,2,rate,209
1733,How easy or difficult was it to [ insert task description ]?,3,rate,209
1734,Which of the following best describes where you would click in order to [insert task description] ?,0,single-select,208
1735,What led to that expectation? (i.e. why did you expect to click there?),1,textarea,208
1736,How confident are you that you were able to successfully [ insert task description] ?,2,rate,208
1737,Was there anything confusing or unclear about this experience?,3,single-select,208
1738,What was confusing?,4,textarea,208
1739,How clear or unclear was it to [insert task description ] on this page?,5,rate,208
1740,Do you work in any of the following industries?,0,single-select,148
1741,Which of the following describes your profession in the Education industry?Please choose Other if you do not see the position that best describes yours.,1,single-select,148
1742,Which of the following describes the institution you work at?,2,single-select,148
1743,Do you teach a course in any of the following subject areas?,3,multi-select,148
1744,"Based on your previous answers, you have qualified for the next portion of this survey. Congratulations! Today we are interested in understanding your workflow as an engineer. Over the next series of questions, we will ask you about what you do in a variety of situations to do research and find important information to do your job.Thanks in advance for your thoughtful input. Your feedback is valuable to us.",0,description,149
1745,Imagine you have an engineering question. Where would you begin your search?,1,multi-select,149
1746,Which professional sites do you use?,2,textarea,149
1747,How frequently do you read sports related news?,0,single-select,77
1748,"We're interested in learning more about where your get your sports news from, and what type of sports information and content you're most interested in.",1,description,77
1749,What sports do you actively follow?,2,multi-select,77
1750,What other sports do you follow?,3,textarea,77
1751,Where do you get you sports news from?,4,multi-select,77
1752,What other sources do you get your sports news from?,5,textarea,77
1753,"Do you take part in Fantasy Sports, or gamble on sports?",6,multi-select,77
1754,How important to you are the following types of information or content on a sports news website?,7,matrix-likert,77
1755,Who would you most like to see write sports articles?,8,single-select,77
1756,Please describe what type of information or content you'd most like to see on a sports news website.,9,textarea,77
1757,Would you be willing to share your personal information with a sports news website (i.e. name and email address) in order to receive personalized content?,10,single-select,77
1758,"Based on your previous answers, you have qualified for the next portion of this survey. Congratulations! Today we will ask you to interact with a website and give us your feedback on the experience. Thanks in advance for your input. Your feedback is valuable to us.",0,description,76
1759,"Please click the link below to navigate to the website. Take a few minutes to browse through the site. While you are browsing, think about what you like and don't like about the page. When you are finished looking at the page, please return here to continue the survey.",1,description,76
1760,"How would you rate this page in terms of Aesthetics? (the colors, images, fonts, etc.)",2,rate,76
1761,How would you rate this page in terms of Usability? (how easy it looks to find what you need and get things done),3,rate,76
1762,Imagine you were interested in using this site to [insert action here]. Where would you be most likely to CLICK FIRST on the homepage? (or where DID you click first on the homepage?),4,single-select,76
1763,"Notice the [insert item on homepage here] on the homepage. What would you expect to see if you clicked on it? (If you already clicked, what did you expect to see?)",5,textarea,76
1764,Please click on the [insert same item on homepage here] on the homepage now (if you haven't already done so). Is this what you expected to see?,6,single-select,76
1765,Take a minute to browse through the page again. What content interests you most?,7,textarea,76
1766,"How likely would you be to recommend this website to friend, family member or colleague?",8,single-select,76
1767,"Who would you want to recommend this website to, and why?",9,textarea,76
1768,Are you answering this survey on a desktop or a mobile device?,0,single-select,75
1769,Do you work in any of the following industries?,0,single-select,74
1770,Which best describes your job position?,0,single-select,73
1771,What industries do you work with?,1,multi-select,73
1772,Congratulations on qualifying for this survey!Over the following survey questions we will ask you for your opinion on a number of job-related tasks and situations. Thanks in advance for your participation.,2,description,73
1773,Are you satisfied with your current method of the following?(Select n/a if you currently have no method),3,matrix-likert,73
1774,Are you satisfied with your current method of the following?(Select n/a if you currently have no method),4,matrix-likert,73
1775,Please leave here any comments to explain your previous satisfaction ratings.,5,textarea,73
1776,How important is it to you to have a ... (Select n/a if the item is not applicable to you),6,matrix-likert,73
1777,How important is it to you to have a ... (Select n/a if the item is not applicable to you),7,matrix-likert,73
1778,Please leave here any comments to explain your previous importance ratings.,8,textarea,73
1779,We'd like your feedback on a few more job-related tasks.Thanks for your continued input!,9,description,73
1780,Are you satisfied with your current method of the following?(Select n/a if you currently have no method),10,matrix-likert,73
1781,Please leave any comments here to explain your ratings from the previous question.,11,textarea,73
1782,How important is it to you to have a ... (Select n/a if the item is not applicable to you),12,matrix-likert,73
1783,Please leave any comments here to explain your ratings from the previous question.,13,textarea,73
1784,Are you satisfied with your current method of the following?(Select n/a if you currently have no method),14,matrix-likert,73
1785,We would love to hear any explanations behind any of the ratings you left in the previous question.,15,textarea,73
1786,How important is it to you to have a ... (Select n/a if the item is not applicable to you),16,matrix-likert,73
1787,We would love to hear any explanations behind any of the ratings you left in the previous question.,17,textarea,73
1788,How satisfied are you with your current way of doing the following?(Select n/a if you currently have no method),18,matrix-likert,73
1789,How satisfied are you with your current way of doing the following?(Select n/a if you currently have no method),19,matrix-likert,73
1790,We would love to hear any explanations behind any of the ratings you left in the previous questions.,20,textarea,73
1791,How important is it to you to have a ... (Select n/a if the item is not applicable to you),21,matrix-likert,73
1792,How important is it to you to have a ... (Select n/a if the item is not applicable to you),22,matrix-likert,73
1793,We would love to hear any explanations behind any of the ratings you left in the previous questions.,23,textarea,73
1794,We'd like your feedback on a few more job-related tasks.Thanks for your continued input!,24,description,73
1795,How satisfied are you with your current way of doing the following?(Select n/a if you currently have no method),25,matrix-likert,73
1796,We would love to hear any explanations behind any of the ratings you left in the previous questions.,26,textarea,73
1797,How important is it to you to have a ... (Select n/a if the item is not applicable to you),27,matrix-likert,73
1798,We would love to hear any explanations behind any of the ratings you left in the previous questions.,28,textarea,73
1799,Now we have a few questions for you related to last-minute booking needs.,29,description,73
1800,How satisfied are you with your current method of doing the following?(Select n/a if you currently have no method),30,matrix-likert,73
1801,We would love to hear any explanations behind any of the ratings you left in the previous questions.,31,textarea,73
1802,How important would it be to you to have the following?(Select n/a if the item is not applicable to you),32,matrix-likert,73
1803,"Again, we would love to hear any explanations behind any of the ratings you left in the previous question.",33,textarea,73
1804,How satisfied are you with your current method of doing the following?(Select n/a if you currently have no method),34,matrix-likert,73
1805,How satisfied are you with your current way of doing the following?(Select n/a if you currently have no method),35,matrix-likert,73
1806,We would love to hear any additional comments / explanations about the ratings you left in the previous questions.,36,textarea,73
1807,How important would it be to you to have the following?(Select n/a if the item is not applicable to you),37,matrix-likert,73
1808,How important is it to you to have a ... (Select n/a if the item is not applicable to you),38,matrix-likert,73
1809,We would love to hear any additional comments / explanations about the ratings you left in the previous questions.,39,textarea,73
1810,We will now ask you a few questions about your experience with specialized resources.Thanks again for your continued participation. Your input is valuable to us.,40,description,73
1811,How satisfied are you with your current way of doing the following?(Select n/a if you currently have no method),41,matrix-likert,73
1812,Why did the rate the items as you did in the previous question?,42,textarea,73
1813,How important is it for you to have a ... (Select n/a if the item is not applicable to you),43,matrix-likert,73
1814,Why did the rate the items as you did in the previous question?,44,textarea,73
1815,You're almost finished!We have just a few more questions for you.,45,description,73
1816,How satisfied are you with your current way of doing the following?(Select n/a if you currently have no method),46,matrix-likert,73
1817,Why did the rate the items as you did in the previous question?,47,textarea,73
1818,How important is it to you to have a ... (Select n/a if the item is not applicable to you),48,matrix-likert,73
1819,Why did the rate the items as you did in the previous question?,49,textarea,73
1820,How satisfied are you with your current way of doing the following?(Select n/a if you currently have no method),50,matrix-likert,73
1821,Please leave any comments here to explain your ratings in the previous ratings.,51,textarea,73
1822,How important is it to you to have a ... (Select n/a if the item is not applicable to you),52,matrix-likert,73
1823,Please leave any comments here to explain your ratings in the previous ratings.,53,textarea,73
1824,How old are you?,0,single-select,72
1825,The following survey explores how you engage with music and the music ecosystem today.,1,description,72
1826,"Please state how strongly you agree or disagree with the following statements (Strongly Disagree = 1, Disagree = 2, Neither Agree Nor Disagree = 3, Agree = 4, Strongly Agree = 5).",2,matrix-likert,72
1827,"Please state how strongly you agree or disagree with the following statements (Strongly Disagree = 1, Disagree = 2, Neither Agree Nor Disagree = 3, Agree = 4, Strongly Agree = 5).",3,matrix-likert,72
1828,"Please state how strongly you agree or disagree with the following statements (Strongly Disagree = 1, Disagree = 2, Neither Agree Nor Disagree = 3, Agree = 4, Strongly Agree = 5).",4,matrix-likert,72
1829,"Please state how strongly you agree or disagree with the following statements (Strongly Disagree = 1, Disagree = 2, Neither Agree Nor Disagree = 3, Agree = 4, Strongly Agree = 5).",5,matrix-likert,72
1830,"Please state how frequently the following statements apply to you (Never = 1, Rarely = 3, Sometimes = 3, Often = 4, Always = 5)",6,matrix-likert,72
1831,"Please state how frequently the following statements apply to you (Never = 1, Rarely = 3, Sometimes = 3, Often = 4, Always = 5)",7,matrix-likert,72
1832,"Please state how frequently the following statements apply to you (Never = 1, Rarely = 3, Sometimes = 3, Often = 4, Always = 5)",8,matrix-likert,72
1833,"Please state how strongly you agree or disagree with the following statements (Strongly Disagree = 1, Disagree = 2, Neither Agree Nor Disagree = 3, Agree = 4, Strongly Agree = 5).",9,matrix-likert,72
1834,Which of the following social media outlets do you use to follow music artists?,10,multi-select,72
1835,Which of the following sites do you use to read about music?,11,multi-select,72
1836,"How would you rate this page in terms of Aesthetics? (the colors, images, fonts, etc.)",1,rate,71
1837,How would you rate this page in terms of Utility? (how useful the content of the page looks for you personally),2,rate,71
1838,How would you rate this page in terms of Usability? (how easy it looks to find what you need and get things done),3,rate,71
1839,What do you like about the website?,4,textarea,71
1840,What do you dislike about the website?,5,textarea,71
1841,What do you find confusing about the website?,6,textarea,71
1842,"After reviewing the website, how likely do you think you would be to use this website?",7,rate,71
1843,How old are you?,0,single-select,70
1844,"We’re looking to learn how you engage with music and the music ecosystem. During the survey we will show you a new concept for a music-related app, and will ask for your initial reactions, feedback and opinions on this concept.",1,description,70
1845,Which social media channels do you actively use?,2,multi-select,70
1846,Which social media channels do you follow music artists on?,3,multi-select,70
1847,Which music streaming services do you use?,4,multi-select,70
1848,"Here is a link to a prototype for music-focused app concept, called Stories. Spend a few minutes interacting with the prototype, to familiarize yourself with it. We’re keen to hear your initial reactions, opinions and feedback about this concept. We’re more interested in your reactions to the concept as a whole, rather than the style and functionality of the concept. Note that this is a prototype and has LIMITED functionality. You may want to keep the prototype open in a separate tab, so you can refer to it at any time.",5,description,70
1849,"Please describe what aspect of this app you found most appealing. (Focus more on the concept as a whole, rather than the look or style of the app)",6,textarea,70
1850,"Please describe any aspect of this app that DID NOT appeal to you.(Focus more on the concept as a whole, rather than the look or style of the app)",7,textarea,70
1851,How likely would you be to download and use an app like this?,8,rate,70
1852,How frequently could you see yourself opening an app like this?,9,single-select,70
1853,Please tell us about a situation or scenario where you would use a product like this.,10,description,70
1854,Complete the following sentence. The most appealing thing about this app is ...,11,single-select,70
1855,"Of the following two features, if you could only keep one, which would it be?",12,single-select,70
1856,Would you be willing to share your email address to receive notifications and updates about the release of this app?,13,single-select,70
1857,"If this concept was included in the Spotify app, would it make you more likely to use to Spotify?",14,single-select,70
1858,"If this concept was included in the Spotify app, would it make you more likely to use to Spotify more frequently?",15,single-select,70
1859,"What would you change, add or remove from this app to make it more appealing to you?",16,textarea,70
1860,"Now, we will be asking about how prepared your home is for storms, and if it’s been damaged before.&nbsp; Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5bb93ebd199fdf00045fdb1e
1861,When was the last time you had to pay for reconstruction or other costs for fixing your home after a storm or flood?,2,single-select,5bb93ebd199fdf00045fdb1e
1862,Can you describe how you currently choose which contractor or company&nbsp;should do the repairs on&nbsp;your home?&nbsp;Please be descriptive.,3,textarea,5bb93ebd199fdf00045fdb1e
1863,Did insurance cover any of your repair or construction costs? Why or why not?,4,textarea,5bb93ebd199fdf00045fdb1e
1864,"When cleaning up around your home after a storm,&nbsp;what are the main challenges or frustrations that you face? Please be descriptive, and explain why.",5,textarea,5bb93ebd199fdf00045fdb1e
1865,"Currently, how satisfied are you with your ability to clear the fallen trees from your yard or home after a storm?",6,rate,5bb93ebd199fdf00045fdb1e
1866,"If you could do one thing different before the next storm comes, what changes or updates would you make?",7,textarea,5bb93ebd199fdf00045fdb1e
1867,What is your relationship status?,0,single-select,96
1868,Who do you live with currently?,0,single-select,79
1869,How would you describe your income situation at home?,1,single-select,79
1870,Do you plan on obtaining a mortgage for a home or apartment in the near future?,2,single-select,79
